order_id,order_date,ship_date,ship_mode
US-2019-147991,2019-05-05,2019-05-09,Standard Class
CA-2020-149559,2020-09-11,2020-09-12,Same Day
CA-2018-135174,2018-04-30,2018-05-02,Second Class
CA-2020-125290,2020-11-06,2020-11-10,Second Class
CA-2017-137351,2017-09-30,2017-10-04,Standard Class
CA-2020-121419,2020-04-02,2020-04-04,First Class
US-2020-148054,2020-10-06,2020-10-11,Standard Class
CA-2019-128517,2019-04-09,2019-04-14,Second Class
US-2018-100377,2018-08-28,2018-09-01,Standard Class
CA-2020-131492,2020-10-19,2020-10-24,Second Class
CA-2019-144554,2019-11-07,2019-11-12,Standard Class
CA-2020-127621,2020-03-03,2020-03-07,Standard Class
CA-2018-145184,2018-11-27,2018-11-29,First Class
CA-2020-106859,2020-03-13,2020-03-18,Second Class
US-2020-120089,2020-11-30,2020-11-30,Same Day
CA-2017-119375,2017-11-17,2017-11-22,Standard Class
CA-2019-125206,2019-01-03,2019-01-05,First Class
CA-2018-126137,2018-10-03,2018-10-08,Standard Class
CA-2017-143903,2017-07-20,2017-07-24,Standard Class
CA-2017-104780,2017-05-21,2017-05-25,Standard Class
CA-2020-101182,2020-09-04,2020-09-05,First Class
US-2020-132297,2020-05-27,2020-06-02,Standard Class
CA-2017-100328,2017-01-28,2017-02-03,Standard Class
CA-2020-118773,2020-02-09,2020-02-14,Standard Class
US-2020-159205,2020-03-31,2020-04-02,Second Class
CA-2019-112123,2019-03-03,2019-03-08,Standard Class
CA-2018-114468,2018-08-23,2018-08-23,Same Day
CA-2020-135692,2020-04-27,2020-05-01,Standard Class
CA-2020-131233,2020-04-14,2020-04-19,Standard Class
CA-2020-119578,2020-12-22,2020-12-27,Second Class
CA-2019-124562,2019-12-08,2019-12-12,Standard Class
US-2020-140074,2020-03-23,2020-03-29,Standard Class
CA-2019-103037,2019-07-25,2019-07-29,Standard Class
CA-2020-127460,2020-07-10,2020-07-14,Standard Class
CA-2019-121671,2019-07-17,2019-07-22,Standard Class
CA-2019-150350,2019-08-23,2019-08-30,Standard Class
CA-2018-121720,2018-06-11,2018-06-12,First Class
CA-2020-149895,2020-09-08,2020-09-12,Standard Class
CA-2020-147564,2020-10-02,2020-10-06,Standard Class
CA-2017-136399,2017-12-16,2017-12-17,First Class
CA-2017-107916,2017-08-24,2017-08-26,First Class
CA-2020-164168,2020-11-12,2020-11-18,Standard Class
CA-2018-112557,2018-04-25,2018-04-28,First Class
US-2017-122959,2017-12-12,2017-12-12,Same Day
CA-2020-162572,2020-09-25,2020-09-27,Second Class
US-2019-148110,2019-09-05,2019-09-11,Standard Class
CA-2020-131828,2020-02-11,2020-02-13,Second Class
CA-2017-109218,2017-06-30,2017-07-03,Second Class
CA-2019-120558,2019-06-07,2019-06-10,First Class
US-2017-109036,2017-12-20,2017-12-25,Standard Class
CA-2018-147830,2018-12-15,2018-12-18,First Class
CA-2020-150497,2020-07-20,2020-07-24,Standard Class
CA-2017-128986,2017-08-03,2017-08-05,Second Class
CA-2018-139584,2018-08-24,2018-08-28,Standard Class
US-2019-162677,2019-03-26,2019-03-27,First Class
US-2017-150924,2017-09-12,2017-09-16,Second Class
CA-2017-153969,2017-09-21,2017-09-25,Standard Class
CA-2019-146682,2019-10-29,2019-10-31,First Class
CA-2019-138695,2019-05-28,2019-06-03,Standard Class
CA-2020-107461,2020-12-21,2020-12-26,Second Class
US-2019-133879,2019-03-21,2019-03-28,Standard Class
CA-2020-157483,2020-11-11,2020-11-18,Standard Class
US-2020-132059,2020-09-23,2020-09-29,Standard Class
CA-2020-122280,2020-09-10,2020-09-10,Same Day
CA-2020-105235,2020-12-05,2020-12-11,Standard Class
CA-2020-152912,2020-11-09,2020-11-12,Second Class
CA-2017-123498,2017-11-07,2017-11-09,First Class
CA-2020-159352,2020-03-12,2020-03-17,Standard Class
US-2020-146416,2020-10-20,2020-10-22,Second Class
US-2018-163783,2018-12-27,2019-01-01,Standard Class
CA-2020-123981,2020-10-02,2020-10-08,Standard Class
CA-2020-158953,2020-06-04,2020-06-08,Standard Class
CA-2017-165428,2017-09-01,2017-09-04,First Class
CA-2019-169026,2019-08-08,2019-08-13,Standard Class
CA-2020-109750,2020-07-22,2020-07-28,Standard Class
CA-2018-149384,2018-07-10,2018-07-10,Same Day
CA-2017-131527,2017-12-01,2017-12-07,Standard Class
CA-2020-164000,2020-12-18,2020-12-22,Standard Class
CA-2017-164224,2017-05-18,2017-05-20,Second Class
CA-2017-158372,2017-11-10,2017-11-16,Standard Class
CA-2019-108882,2019-01-09,2019-01-15,Standard Class
US-2020-108245,2020-09-22,2020-09-27,Standard Class
CA-2017-142314,2017-12-23,2017-12-28,Standard Class
CA-2019-132409,2019-05-26,2019-06-01,Standard Class
CA-2020-150189,2020-07-08,2020-07-10,First Class
CA-2017-114433,2017-05-13,2017-05-17,Standard Class
CA-2020-104640,2020-11-10,2020-11-16,Standard Class
US-2018-137008,2018-10-02,2018-10-08,Standard Class
CA-2017-108189,2017-10-02,2017-10-05,First Class
CA-2017-154641,2017-08-11,2017-08-16,Standard Class
CA-2020-131625,2020-09-01,2020-09-05,Second Class
US-2020-156356,2020-04-16,2020-04-22,Standard Class
CA-2019-138933,2019-04-24,2019-04-27,First Class
CA-2019-140746,2019-01-15,2019-01-15,Same Day
CA-2019-146836,2019-05-02,2019-05-02,Same Day
US-2019-127971,2019-11-20,2019-11-27,Standard Class
US-2019-140809,2019-02-01,2019-02-03,First Class
CA-2020-114524,2020-03-31,2020-04-05,Second Class
CA-2020-113355,2020-12-01,2020-12-05,Standard Class
US-2020-140907,2020-12-10,2020-12-12,Second Class
CA-2019-159730,2019-09-17,2019-09-21,Standard Class
CA-2019-157868,2019-12-23,2019-12-29,Standard Class
CA-2020-119389,2020-04-17,2020-04-19,First Class
CA-2020-110373,2020-10-27,2020-10-30,Second Class
CA-2019-155474,2019-07-08,2019-07-14,Standard Class
CA-2018-155453,2018-08-09,2018-08-14,Standard Class
US-2019-161844,2019-12-09,2019-12-14,Second Class
US-2019-162103,2019-11-13,2019-11-17,Standard Class
CA-2017-151554,2017-11-14,2017-11-15,First Class
CA-2017-140662,2017-11-17,2017-11-19,First Class
CA-2019-122518,2019-03-04,2019-03-08,Second Class
US-2017-126571,2017-10-11,2017-10-15,Standard Class
CA-2017-143840,2017-05-22,2017-05-29,Standard Class
CA-2017-115980,2017-07-15,2017-07-19,Standard Class
CA-2018-155145,2018-12-27,2018-12-29,Second Class
CA-2018-146038,2018-02-09,2018-02-16,Standard Class
CA-2020-133865,2020-05-08,2020-05-12,Standard Class
CA-2020-116358,2020-11-02,2020-11-06,Standard Class
CA-2017-102988,2017-04-05,2017-04-09,Second Class
US-2017-117170,2017-09-17,2017-09-24,Standard Class
CA-2017-159478,2017-09-30,2017-10-06,Standard Class
CA-2017-103702,2017-09-12,2017-09-17,Standard Class
CA-2020-150525,2020-02-20,2020-02-25,Standard Class
CA-2018-157770,2018-12-13,2018-12-15,First Class
CA-2019-167290,2019-10-30,2019-11-04,Standard Class
CA-2017-106264,2017-12-26,2017-12-30,Standard Class
CA-2017-138023,2017-08-15,2017-08-18,First Class
CA-2020-113418,2020-10-01,2020-10-03,First Class
US-2018-110569,2018-05-23,2018-05-30,Standard Class
CA-2020-136308,2020-11-16,2020-11-16,Same Day
US-2017-159926,2017-11-18,2017-11-22,Standard Class
CA-2017-104738,2017-12-30,2018-01-01,Second Class
CA-2018-144386,2018-11-05,2018-11-11,Standard Class
CA-2019-111416,2019-09-17,2019-09-22,Standard Class
CA-2019-162747,2019-03-20,2019-03-25,Second Class
US-2017-133130,2017-09-27,2017-10-01,Standard Class
CA-2020-169978,2020-12-24,2020-12-28,Standard Class
CA-2020-161739,2020-11-10,2020-11-15,Second Class
CA-2018-165057,2018-09-11,2018-09-15,Standard Class
CA-2017-134551,2017-12-20,2017-12-25,Standard Class
CA-2018-120810,2018-07-23,2018-07-27,Standard Class
CA-2017-165309,2017-11-11,2017-11-15,Standard Class
CA-2020-122595,2020-12-14,2020-12-20,Standard Class
US-2020-109253,2020-08-21,2020-08-22,First Class
CA-2019-145982,2019-08-27,2019-09-01,Second Class
CA-2018-112014,2018-08-13,2018-08-20,Standard Class
CA-2020-154732,2020-11-05,2020-11-07,First Class
US-2019-157308,2019-08-17,2019-08-21,Standard Class
CA-2019-147536,2019-12-26,2019-12-31,Standard Class
US-2017-134733,2017-09-23,2017-09-28,Standard Class
US-2017-150434,2017-07-19,2017-07-24,Standard Class
CA-2020-100335,2020-09-07,2020-09-13,Standard Class
CA-2019-139234,2019-05-06,2019-05-10,Standard Class
US-2018-142020,2018-06-04,2018-06-08,Second Class
CA-2018-139962,2018-12-13,2018-12-20,Standard Class
CA-2019-130050,2019-07-16,2019-07-18,Second Class
CA-2017-115161,2017-01-31,2017-02-02,First Class
CA-2017-165379,2017-07-09,2017-07-15,Standard Class
CA-2018-115511,2018-11-21,2018-11-25,Standard Class
CA-2019-134887,2019-03-25,2019-03-25,Same Day
CA-2020-123778,2020-09-23,2020-09-30,Standard Class
CA-2018-161718,2018-12-04,2018-12-10,Standard Class
CA-2019-100671,2019-11-01,2019-11-04,First Class
CA-2020-142867,2020-03-17,2020-03-21,Standard Class
CA-2020-103156,2020-11-23,2020-11-24,First Class
US-2020-162208,2020-08-27,2020-08-30,First Class
CA-2018-130659,2018-12-04,2018-12-09,Second Class
CA-2020-148404,2020-10-07,2020-10-11,Standard Class
CA-2020-101077,2020-03-25,2020-03-30,Second Class
CA-2017-166471,2017-08-09,2017-08-13,Standard Class
CA-2017-105340,2017-11-22,2017-11-25,First Class
US-2020-131583,2020-06-10,2020-06-10,Same Day
US-2020-148362,2020-07-01,2020-07-08,Standard Class
CA-2017-102274,2017-11-21,2017-11-26,Standard Class
CA-2018-129700,2018-05-04,2018-05-05,First Class
CA-2020-168739,2020-05-29,2020-06-05,Standard Class
CA-2018-152527,2018-10-17,2018-10-17,Same Day
US-2017-150119,2017-04-23,2017-04-27,Standard Class
US-2020-150847,2020-04-30,2020-05-06,Standard Class
CA-2019-100244,2019-09-20,2019-09-24,Standard Class
CA-2019-116540,2019-09-02,2019-09-02,Same Day
CA-2018-151841,2018-04-27,2018-05-02,Standard Class
CA-2018-150791,2018-09-06,2018-09-13,Standard Class
CA-2019-134803,2019-05-28,2019-06-03,Standard Class
CA-2018-153381,2018-09-24,2018-09-28,Standard Class
US-2020-111024,2020-07-03,2020-07-06,Second Class
CA-2020-148264,2020-12-08,2020-12-09,First Class
CA-2020-131212,2020-12-05,2020-12-09,Standard Class
US-2018-100531,2018-09-27,2018-09-29,First Class
CA-2020-152583,2020-10-30,2020-10-30,Same Day
CA-2018-144099,2018-11-29,2018-11-30,Same Day
CA-2017-158337,2017-03-11,2017-03-14,Second Class
CA-2020-168858,2020-11-19,2020-11-23,Standard Class
CA-2019-116344,2019-07-29,2019-08-02,Standard Class
CA-2018-131779,2018-06-12,2018-06-17,Standard Class
CA-2019-158869,2019-08-06,2019-08-07,First Class
CA-2020-102554,2020-06-11,2020-06-15,Standard Class
CA-2019-162614,2019-10-07,2019-10-13,Standard Class
CA-2017-168592,2017-09-08,2017-09-14,Standard Class
CA-2017-157609,2017-03-16,2017-03-21,Second Class
CA-2018-153325,2018-03-01,2018-03-02,Second Class
CA-2018-153626,2018-07-09,2018-07-14,Standard Class
CA-2019-166485,2019-02-20,2019-02-27,Standard Class
CA-2020-136448,2020-09-16,2020-09-18,First Class
CA-2020-114258,2020-11-05,2020-11-10,Second Class
CA-2018-152611,2018-02-20,2018-02-23,Second Class
CA-2019-165470,2019-11-25,2019-11-30,Standard Class
CA-2020-128699,2020-12-03,2020-12-05,Second Class
US-2018-147242,2018-09-10,2018-09-14,Standard Class
CA-2019-146143,2019-12-14,2019-12-19,Standard Class
CA-2018-100888,2018-04-06,2018-04-10,Standard Class
US-2019-150035,2019-12-01,2019-12-05,Standard Class
CA-2020-122644,2020-11-12,2020-11-17,Standard Class
CA-2020-111815,2020-03-03,2020-03-10,Standard Class
CA-2019-144911,2019-11-27,2019-11-30,First Class
CA-2017-143385,2017-08-31,2017-09-05,Standard Class
CA-2019-131289,2019-12-08,2019-12-14,Standard Class
CA-2017-124023,2017-04-07,2017-04-10,First Class
CA-2017-124688,2017-08-27,2017-08-29,First Class
CA-2019-151169,2019-10-21,2019-10-26,Standard Class
US-2019-134761,2019-11-30,2019-11-30,Same Day
CA-2020-120705,2020-09-05,2020-09-11,Standard Class
CA-2018-157322,2018-07-02,2018-07-06,Standard Class
CA-2020-142034,2020-09-24,2020-09-28,Standard Class
CA-2019-107328,2019-08-08,2019-08-15,Standard Class
CA-2019-108616,2019-09-29,2019-10-03,Standard Class
CA-2020-125115,2020-04-10,2020-04-10,Same Day
CA-2019-150945,2019-12-18,2019-12-20,Second Class
CA-2017-166863,2017-06-20,2017-06-24,Standard Class
CA-2020-140326,2020-09-04,2020-09-06,First Class
CA-2019-168536,2019-12-20,2019-12-24,Standard Class
US-2019-113649,2019-08-09,2019-08-12,First Class
CA-2018-124975,2018-06-22,2018-06-25,First Class
CA-2018-168767,2018-04-10,2018-04-15,Standard Class
CA-2019-114482,2019-11-21,2019-11-25,Second Class
CA-2019-137673,2019-09-05,2019-09-10,Standard Class
CA-2019-132731,2019-11-24,2019-11-28,Standard Class
CA-2020-148922,2020-12-10,2020-12-15,Second Class
CA-2019-130680,2019-06-24,2019-06-29,Standard Class
CA-2018-141145,2018-09-17,2018-09-23,Standard Class
US-2019-152835,2019-05-19,2019-05-23,Standard Class
CA-2019-155565,2019-05-28,2019-05-28,Same Day
CA-2017-110849,2017-04-18,2017-04-23,Standard Class
CA-2019-145842,2019-06-17,2019-06-20,Second Class
CA-2017-158771,2017-05-09,2017-05-09,Same Day
CA-2019-157511,2019-09-18,2019-09-20,First Class
CA-2020-121216,2020-12-23,2020-12-25,Second Class
CA-2020-155292,2020-10-30,2020-11-01,First Class
CA-2019-152555,2019-03-29,2019-04-02,Second Class
CA-2020-107832,2020-11-23,2020-11-26,Second Class
CA-2017-120838,2017-03-23,2017-03-26,Second Class
CA-2020-118542,2020-12-01,2020-12-05,Standard Class
CA-2020-152737,2020-11-07,2020-11-12,Standard Class
CA-2020-109757,2020-09-04,2020-09-09,Second Class
CA-2019-130029,2019-07-03,2019-07-06,First Class
CA-2020-103877,2020-09-07,2020-09-14,Standard Class
CA-2019-137176,2019-09-09,2019-09-14,Second Class
CA-2020-168109,2020-07-03,2020-07-03,Same Day
US-2020-126081,2020-06-29,2020-07-04,Standard Class
CA-2020-117023,2020-08-07,2020-08-12,Standard Class
CA-2018-143532,2018-03-19,2018-03-24,Standard Class
CA-2019-103163,2019-06-07,2019-06-11,Standard Class
CA-2019-104157,2019-07-25,2019-07-29,Standard Class
CA-2020-117807,2020-10-01,2020-10-07,Standard Class
CA-2018-121650,2018-12-10,2018-12-16,Standard Class
CA-2020-161823,2020-09-03,2020-09-08,Standard Class
CA-2020-121839,2020-09-24,2020-09-28,Standard Class
CA-2020-158729,2020-12-19,2020-12-21,First Class
CA-2020-146535,2020-11-24,2020-11-30,Standard Class
CA-2017-154186,2017-12-13,2017-12-15,Second Class
CA-2019-108434,2019-12-05,2019-12-07,Second Class
CA-2019-164154,2019-09-11,2019-09-17,Standard Class
CA-2020-148012,2020-12-09,2020-12-15,Standard Class
CA-2017-102869,2017-09-09,2017-09-14,Second Class
CA-2020-138310,2020-06-26,2020-06-30,Standard Class
CA-2017-159835,2017-11-17,2017-11-24,Standard Class
CA-2020-112956,2020-08-21,2020-08-27,Standard Class
CA-2019-119683,2019-03-12,2019-03-16,Second Class
CA-2017-163559,2017-09-23,2017-09-28,Second Class
CA-2017-140228,2017-04-28,2017-05-03,Standard Class
US-2019-131674,2019-11-29,2019-12-01,Second Class
CA-2018-110093,2018-12-03,2018-12-08,Standard Class
CA-2020-112529,2020-11-19,2020-11-21,First Class
CA-2019-154536,2019-09-05,2019-09-09,Standard Class
CA-2020-141929,2020-09-04,2020-09-08,Standard Class
CA-2019-109743,2019-09-22,2019-09-29,Standard Class
CA-2017-159184,2017-09-14,2017-09-19,Standard Class
CA-2020-113530,2020-05-19,2020-05-21,Second Class
CA-2017-169726,2017-08-09,2017-08-13,Standard Class
CA-2020-155957,2020-11-26,2020-11-30,Standard Class
CA-2020-132178,2020-05-03,2020-05-08,Second Class
CA-2019-145177,2019-11-10,2019-11-14,Standard Class
CA-2017-156594,2017-12-20,2017-12-23,Second Class
CA-2017-146528,2017-07-25,2017-07-27,Second Class
CA-2018-168459,2018-11-22,2018-11-27,Standard Class
CA-2020-109960,2020-12-09,2020-12-11,Second Class
CA-2020-133004,2020-08-31,2020-09-05,Standard Class
CA-2020-168102,2020-04-24,2020-04-30,Standard Class
CA-2020-158036,2020-09-08,2020-09-14,Standard Class
CA-2018-128083,2018-03-12,2018-03-17,Standard Class
CA-2019-161676,2019-07-18,2019-07-23,Standard Class
CA-2019-155005,2019-06-13,2019-06-15,Second Class
US-2020-129777,2020-07-03,2020-07-09,Standard Class
CA-2017-129364,2017-12-08,2017-12-13,Standard Class
CA-2019-104969,2019-04-08,2019-04-14,Standard Class
CA-2020-154109,2020-11-06,2020-11-11,Standard Class
CA-2018-156440,2018-12-05,2018-12-09,Standard Class
CA-2018-132626,2018-07-09,2018-07-14,Standard Class
CA-2019-102792,2019-12-13,2019-12-19,Standard Class
CA-2019-108567,2019-05-20,2019-05-24,Standard Class
CA-2020-140760,2020-06-02,2020-06-05,Second Class
US-2018-131359,2018-10-30,2018-11-02,Second Class
CA-2019-142097,2019-10-15,2019-10-20,Standard Class
CA-2018-151680,2018-11-19,2018-11-21,Second Class
CA-2017-140039,2017-09-13,2017-09-17,Standard Class
CA-2020-160416,2020-11-13,2020-11-18,Second Class
CA-2020-169411,2020-12-24,2020-12-29,Standard Class
CA-2019-126543,2019-01-09,2019-01-13,Second Class
CA-2018-104941,2018-06-13,2018-06-19,Standard Class
CA-2020-160087,2020-03-18,2020-03-22,Standard Class
CA-2017-120544,2017-11-23,2017-11-27,Standard Class
CA-2020-113670,2020-10-15,2020-10-17,First Class
CA-2020-166198,2020-04-21,2020-04-24,First Class
CA-2017-135608,2017-12-08,2017-12-10,Second Class
CA-2020-144568,2020-05-29,2020-06-02,Standard Class
CA-2019-142370,2019-09-19,2019-09-23,Standard Class
CA-2019-105900,2019-09-17,2019-09-23,Standard Class
CA-2019-151155,2019-12-20,2019-12-24,Standard Class
CA-2020-144036,2020-11-22,2020-11-26,Standard Class
US-2017-169789,2017-12-30,2018-01-04,Standard Class
CA-2020-127264,2020-04-03,2020-04-05,First Class
CA-2019-151512,2019-12-26,2020-01-02,Standard Class
CA-2019-165169,2019-06-05,2019-06-11,Standard Class
CA-2018-109575,2018-09-18,2018-09-23,Standard Class
CA-2020-168193,2020-03-06,2020-03-11,Second Class
CA-2019-115476,2019-03-17,2019-03-17,Same Day
CA-2019-133340,2019-12-09,2019-12-13,Standard Class
CA-2019-137848,2019-01-15,2019-01-21,Standard Class
CA-2017-113047,2017-10-24,2017-10-24,Same Day
CA-2019-149979,2019-09-23,2019-09-28,Second Class
CA-2020-161956,2020-08-27,2020-08-29,Second Class
CA-2019-116799,2019-03-03,2019-03-06,First Class
CA-2019-111283,2019-02-28,2019-03-04,Standard Class
CA-2018-167745,2018-09-18,2018-09-23,Standard Class
CA-2020-104577,2020-05-12,2020-05-17,Standard Class
CA-2019-156251,2019-08-13,2019-08-18,Second Class
CA-2020-125878,2020-02-25,2020-03-02,Standard Class
CA-2019-163153,2019-03-21,2019-03-25,Standard Class
CA-2018-103205,2018-12-08,2018-12-10,Second Class
CA-2017-153913,2017-12-16,2017-12-20,Second Class
CA-2019-155530,2019-12-17,2019-12-21,Standard Class
US-2019-101196,2019-05-12,2019-05-17,Standard Class
CA-2017-115357,2017-08-06,2017-08-11,Second Class
US-2017-102715,2017-04-11,2017-04-13,Second Class
CA-2018-107937,2018-05-03,2018-05-08,Standard Class
US-2020-148768,2020-11-30,2020-12-02,Second Class
CA-2020-118521,2020-02-16,2020-02-20,Standard Class
CA-2017-149643,2017-11-16,2017-11-20,Standard Class
CA-2018-135314,2018-07-09,2018-07-14,Second Class
CA-2020-165204,2020-11-13,2020-11-16,Second Class
CA-2020-125752,2020-07-31,2020-08-04,Standard Class
CA-2020-112487,2020-12-26,2020-12-30,Standard Class
CA-2019-144218,2019-10-31,2019-11-04,Standard Class
CA-2019-169971,2019-09-04,2019-09-09,Standard Class
US-2019-133508,2019-04-17,2019-04-21,Standard Class
CA-2017-107139,2017-07-05,2017-07-11,Standard Class
CA-2018-111325,2018-02-27,2018-02-28,First Class
CA-2018-163762,2018-11-27,2018-12-01,Standard Class
US-2017-117163,2017-01-27,2017-02-02,Standard Class
CA-2020-121314,2020-09-23,2020-09-26,First Class
CA-2020-147760,2020-11-04,2020-11-05,First Class
CA-2019-156503,2019-10-14,2019-10-20,Standard Class
CA-2018-113628,2018-11-12,2018-11-19,Standard Class
CA-2020-147753,2020-03-05,2020-03-05,Same Day
CA-2018-103961,2018-11-05,2018-11-09,Standard Class
CA-2019-152471,2019-07-08,2019-07-08,Same Day
CA-2018-102582,2018-09-15,2018-09-19,Standard Class
CA-2020-141873,2020-10-09,2020-10-14,Standard Class
CA-2018-140984,2018-09-14,2018-09-18,Standard Class
CA-2017-132801,2017-10-07,2017-10-12,Standard Class
CA-2020-141733,2020-05-07,2020-05-11,Standard Class
US-2018-111927,2018-11-14,2018-11-19,Standard Class
CA-2017-105984,2017-11-24,2017-11-24,Same Day
CA-2017-100363,2017-04-08,2017-04-15,Standard Class
CA-2017-126760,2017-07-26,2017-08-02,Standard Class
US-2017-109162,2017-06-08,2017-06-12,Standard Class
CA-2017-101931,2017-10-28,2017-10-31,First Class
CA-2020-129000,2020-11-25,2020-11-27,Second Class
CA-2020-161053,2020-09-22,2020-09-23,First Class
CA-2018-142377,2018-12-04,2018-12-09,Standard Class
CA-2018-127593,2018-09-21,2018-09-21,Same Day
CA-2020-130526,2020-11-26,2020-11-29,First Class
US-2020-131849,2020-06-06,2020-06-10,Standard Class
